Star,RAJ20155,Dec20155,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP51547,157.92952847222222,57.11697847222222,2015.5,9.63,M0     ,17.4,-0.07,0.17,HIP51547
HIP51658,158.30697361111112,40.425345138888886,2015.5,4.72,A7IV   ,34.3,-0.14,0.01,HIP51658
HIP51814,158.79088819444445,57.082769444444445,2015.5,5.16,F1V    ,26.4,0.07,0.04,HIP51814
HIP51819,158.79721805555553,84.39950347222224,2015.5,7.29,K0     ,21.0,0.02,0.05,HIP51819
HIP51933,159.13681875,-12.234513194444444,2015.5,5.71,F7V    ,24.5,0.27,-0.67,HIP51933
HIP51986,159.32454097222222,-48.22555555555556,2015.5,3.84,A3m+...,26.5,-0.13,0.0,HIP51986
HIP52190,159.9362798611111,-37.92115347222222,2015.5,11.0,---    ,14.6,0.19,-0.13,HIP52190
HIP52296,160.28989513888888,-36.896557638888886,2015.5,9.97,M0V    ,16.3,0.17,-0.19,HIP52296
HIP52316,160.34989027777777,-1.7421972222222222,2015.5,6.25,K1IV   ,34.3,-0.14,-0.12,HIP52316
HIP52341,160.4652270833333,-36.63286180555556,2015.5,10.1,K7V    ,16.3,-0.09,0.07,HIP52341
HIP52369,160.55703333333332,-13.788645138888889,2015.5,6.79,G2/G3V ,23.4,0.24,-0.17,HIP52369
HIP52422,160.75724305555553,26.32521875,2015.5,5.51,A4Vn   ,45.4,-0.1,-0.05,HIP52422
HIP52462,160.8664347222222,-29.064503472222224,2015.5,7.72,K1V    ,21.5,-0.22,-0.05,HIP52462
HIP52469,160.8852645833333,46.20313958333334,2015.5,5.18,F5III  ,35.6,-0.27,-0.07,HIP52469
HIP52470,160.88861041666667,48.21510138888889,2015.5,8.02,G5     ,25.2,-0.33,0.18,HIP52470
LHS288,161.0859756944444,-61.198877083333336,2015.5,13.9,M5.5V  ,4.76,-0.35,1.61,LHS288
HIP52596,161.31938125,-30.80877152777778,2015.5,11.2,---    ,13.8,-0.03,-0.23,HIP52596
HIP52600,161.33938124999997,38.51267708333333,2015.5,9.16,M2     ,14.1,-0.03,0.15,HIP52600
HIP52708,161.65280694444442,-24.586018749999997,2015.5,9.37,K5V    ,20.1,-0.14,-0.11,HIP52708
HIP52727,161.69290416666666,-49.42033680555555,2015.5,2.69,G5III S,35.4,0.06,-0.05,HIP52727
LHS292,162.05654166666667,-11.347250694444444,2015.5,15.7,M6.5V  ,4.53,0.6,-1.53,LHS292
DEN1048,162.05343611111113,-39.941736111111105,2015.5,17.3,M8.5V  ,4.02,-1.16,-1.0,DENIS-P J1048.0-3956
HIP53020,162.71169444444445,6.802599305555556,2015.5,11.6,M4:    ,5.63,-0.8,-0.81,HIP53020
HIP53229,163.32852291666666,34.21276875000001,2015.5,3.79,K0III-I,29.9,0.09,-0.29,HIP53229
HIP53252,163.37345555555552,-20.140227777777778,2015.5,5.23,F6V    ,31.3,0.08,-0.24,HIP53252
HIP53253,163.37428888888886,-58.852786111111115,2015.5,3.78,K0III-I,29.6,0.08,0.04,HIP53253
GJ406,164.0958673611111,6.9963999999999995,2015.5,13.5,M5.5V  ,2.38,-3.83,-2.72,GJ406
HIP53486,164.1265819444444,7.387794444444444,2015.5,7.37,K0     ,17.5,-0.26,-0.08,HIP53486
HIP53580,164.40450624999997,69.59679305555555,2015.5,10.2,M0     ,23.0,-0.63,0.06,HIP53580
HIP53721,164.86451111111106,40.43040416666667,2015.5,5.03,G0V    ,14.0,-0.32,0.06,HIP53721
HIP53767,165.01502013888887,22.830891666666666,2015.5,10.0,M3     ,6.62,-0.43,-0.28,HIP53767
HIP53824,165.1863298611111,6.101254166666666,2015.5,4.98,A5III  ,46.2,-0.05,-0.02,HIP53824
HIP53910,165.46095555555556,56.38242430555556,2015.5,2.34,A1V    ,24.3,0.08,0.03,HIP53910
HIP53954,165.58243263888886,20.17999166666667,2015.5,4.42,A1m    ,37.9,-0.01,0.04,HIP53954
HIP53985,165.66052638888888,21.96660763888889,2015.5,9.57,K      ,11.6,0.14,-0.05,HIP53985
GJ411,165.83025972222222,35.93786875,2015.5,7.47,M2.0V  ,2.54,-0.58,-4.77,GJ411
HIP54061,165.93114027777776,61.75056388888889,2015.5,1.81,F7V com,37.9,-0.14,-0.04,HIP54061
HIP54155,166.17170416666661,-4.221506944444444,2015.5,7.64,G5     ,24.6,-0.18,-0.1,HIP54155
HIP54182,166.25187638888886,7.335496527777778,2015.5,4.62,F2III-I,28.9,-0.34,-0.05,HIP54182
GJ412A,166.33946041666664,43.53278819444444,2015.5,8.77,M1.0V  ,4.86,-4.41,0.95,GJ412A
GJ412B,166.34682569444445,43.52793125,2015.5,14.4,M5.5V  ,4.86,-4.43,0.93,GJ412B
HIP54288,166.59615763888885,-35.74853541666667,2015.5,9.62,K5     ,25.5,0.11,-0.03,HIP54288
HIP54418,167.0228819444444,-28.268325,2015.5,9.32,K7V    ,26.8,-0.5,-0.04,HIP54418
HIP54426,167.05691874999997,38.42665833333333,2015.5,8.35,K0     ,22.7,-0.21,0.04,HIP54426
HIP54459,167.13357777777773,15.764940277777779,2015.5,9.75,K0     ,25.9,0.16,-0.38,HIP54459
HIP54532,167.37502777777775,-24.60164236111111,2015.5,10.4,M:     ,10.6,-0.8,-0.45,HIP54532
HIP54646,167.7756409722222,30.44448611111111,2015.5,8.31,K8V    ,11.9,0.59,-0.2,HIP54646
HIP54651,167.78825138888888,10.954807638888887,2015.5,9.23,K5V    ,20.8,-0.94,0.59,HIP54651
HIP54677,167.89263194444445,-14.995430555555554,2015.5,9.06,K4V    ,22.7,0.7,-0.6,HIP54677
HIP54704,168.00681874999998,-26.136793055555554,2015.5,7.05,G8/K0V ,21.6,0.27,-0.06,HIP54704
HIP54745,168.1333159722222,35.812878472222216,2015.5,6.41,G0V    ,21.7,-0.25,-0.15,HIP54745
HIP54746,168.1372430555555,-49.10063125,2015.5,5.37,A2III  ,49.9,-0.1,0.03,HIP54746
HIP54810,168.30284444444442,4.482020138888889,2015.5,8.7,K5V    ,17.9,-0.32,-0.03,HIP54810
HIP54872,168.52802638888886,20.522735416666663,2015.5,2.56,A4V    ,17.6,0.14,-0.13,HIP54872
HIP54906,168.63759236111107,25.71061458333333,2015.5,7.76,K1V    ,21.2,-0.11,0.05,HIP54906
HIP54922,168.69881249999995,-23.107214583333338,2015.5,9.02,K4V    ,22.6,-0.3,-0.37,HIP54922
HIP54952,168.79688888888887,73.47574097222223,2015.5,7.68,K5     ,14.6,-0.4,0.11,HIP54952
HIP54966,168.83923888888887,-18.149782638888887,2015.5,9.97,K7V    ,20.6,0.32,-0.71,HIP54966
HIP55052,169.0262451388889,-30.177449305555555,2015.5,10.3,---    ,25.2,-0.31,0.09,HIP55052
HIP55119,169.28266458333331,-27.813872222222223,2015.5,9.78,M0V    ,17.5,0.21,-0.08,HIP55119
HIP55210,169.5969881944444,-5.0682326388888885,2015.5,7.29,G8V    ,21.9,0.79,-0.15,HIP55210
HIP55360,170.0001284722222,65.84760138888888,2015.5,9.31,M1Vvar ,9.09,-2.95,0.18,HIP55360
HIP55454,170.36246249999996,-20.454419444444444,2015.5,8.57,K4/K5V ,13.1,0.18,-0.12,HIP55454
HIP55691,171.16448124999997,-61.64696111111111,2015.5,7.22,K7V+...,12.8,-0.51,0.08,HIP55691
HIP55705,171.2197430555555,-17.683888888888887,2015.5,4.06,A9V    ,25.7,-0.1,0.0,HIP55705
HIP55718,171.24842569444442,40.00319861111111,2015.5,10.2,M0     ,22.7,-0.11,-0.02,HIP55718
HIP55779,171.42749513888887,-63.97269375,2015.5,5.18,F7V    ,27.4,-0.31,-0.07,HIP55779
HIP55846,171.6838326388889,3.014268055555555,2015.5,6.49,K0IV   ,17.6,-0.73,0.18,HIP55846
HIP55848,171.68799930555554,3.0073909722222223,2015.5,7.58,K2V    ,17.9,-0.73,0.19,HIP55848
HIP56035,172.26842569444443,61.77994999999999,2015.5,5.83,F5Vawva,32.8,-0.11,0.24,HIP56035
HIP56153,172.6421284722222,-57.13334166666667,2015.5,8.34,K4V    ,22.2,-0.55,0.04,HIP56153
HIP56157,172.67180902777775,-8.093248611111111,2015.5,11.9,---    ,13.9,-0.35,0.26,HIP56157
HIP56199,172.8050548611111,63.157702083333334,2015.5,9.98,M0     ,23.3,0.07,0.03,HIP56199
HIP56238,172.92692638888886,22.66714652777778,2015.5,10.3,---    ,16.1,-0.58,0.03,HIP56238
HIP56242,172.93486041666665,14.363164583333333,2015.5,6.27,G0V    ,23.0,-0.33,-0.19,HIP56242
HIP56244,172.9389,-41.04524375,2015.5,11.5,M      ,10.4,-0.72,0.17,HIP56244
HIP56343,173.24900208333332,-31.857769444444447,2015.5,3.54,G8III  ,39.6,-0.21,-0.04,HIP56343
HIP56445,173.59045416666663,3.0593263888888886,2015.5,5.76,F5V    ,26.5,-0.18,-0.1,HIP56445
HIP56452,173.6184034722222,-32.825587500000005,2015.5,5.96,K0V    ,9.53,-0.67,0.82,HIP56452
HIP56528,173.8620284722222,-32.54544791666666,2015.5,9.81,M2V    ,9.03,-0.07,-0.85,HIP56528
HIP56630,174.17338055555553,39.18779375,2015.5,10.0,M0     ,24.3,0.44,-0.41,HIP56630
HIP56802,174.66734027777775,-13.200790972222222,2015.5,5.48,F7V    ,26.9,0.1,0.13,HIP56802
HIP56809,174.68310902777776,45.10840069444445,2015.5,6.29,G0V    ,23.2,-0.59,0.01,HIP56809
HIP56829,174.74787430555554,42.331575,2015.5,8.22,K5V    ,19.7,-0.13,0.44,HIP56829
HIP56998,175.25597083333332,-44.40338333333334,2015.5,7.77,K5V    ,12.5,-0.66,0.24,HIP56998
HIP56997,175.26243263888884,34.19882916666667,2015.5,5.31,G8Vvar ,9.54,-0.01,-0.38,HIP56997
HIP57274,176.17063124999996,30.95660694444444,2015.5,8.97,K8     ,25.8,-0.03,-0.38,HIP57274
HIP57328,176.32123749999997,8.257920833333333,2015.5,4.84,A4V    ,36.6,0.06,-0.02,HIP57328
HIP57363,176.40099305555552,-66.72840902777777,2015.5,3.63,A7III  ,39.3,-0.1,0.03,HIP57363
HIP57443,176.61927708333332,-40.49758333333333,2015.5,4.89,G3/G5V ,9.23,-1.53,0.4,HIP57443
HIP57493,176.7649875,50.970925694444446,2015.5,9.51,M0V:p  ,24.6,0.06,-0.11,HIP57493
HIP57494,176.76441874999998,-11.824293055555554,2015.5,9.03,K2     ,24.6,-0.21,-0.06,HIP57494
HIP57507,176.8140145833333,-30.287938194444447,2015.5,6.48,G5V    ,17.7,-0.27,-0.23,HIP57507
GJ447,176.9391090277778,0.7959486111111111,2015.5,11.1,M4.0V  ,3.35,0.61,-1.22,GJ447
HIP57632,177.2616319444444,14.571203472222223,2015.5,2.14,A3Vvar ,11.0,-0.5,-0.11,HIP57632
HIP57757,177.67873472222223,1.7629034722222223,2015.5,3.59,F8V    ,10.9,0.74,-0.27,HIP57757
HIP57802,177.77859791666663,35.27362847222222,2015.5,9.76,M1V    ,8.55,-0.27,0.25,HIP57802
HIP57866,178.03478541666664,18.752979166666666,2015.5,8.4,K2     ,25.3,0.03,-0.3,HIP57866
HIP58001,178.45824097222217,53.69478958333333,2015.5,2.41,A0V SB ,25.6,0.11,0.01,HIP58001
HIP58293,179.31555902777774,-26.14037847222222,2015.5,8.93,K3/K4V ,26.7,-0.35,0.15,HIP58293
HIP58345,179.47689166666663,-27.711120833333332,2015.5,6.99,K4V    ,10.1,-1.08,-0.62,HIP58345
HIP58374,179.5476048611111,-23.923947916666666,2015.5,8.7,K3V    ,26.0,-0.17,-0.05,HIP58374
HIP58451,179.79260972222218,-20.356440277777782,2015.5,7.92,K2V    ,20.8,0.14,-0.42,HIP58451
HIP58576,180.1863597222222,10.442599999999999,2015.5,5.54,K0IV   ,12.9,0.14,-0.48,HIP58576
HIP58684,180.5259756944444,43.04595972222222,2015.5,5.22,A7m    ,33.9,-0.35,0.06,HIP58684
HIP58803,180.91715555555552,-42.43462986111111,2015.5,5.15,F6V    ,24.2,0.32,-0.11,HIP58803
HIP59000,181.46111527777776,-18.877155555555557,2015.5,9.99,K5V    ,22.5,-0.02,-0.32,HIP59000
HIP59072,181.72061874999997,-64.61388055555555,2015.5,4.14,F2III  ,19.6,0.03,-0.04,HIP59072
HIP59199,182.10400694444445,-24.728880555555556,2015.5,4.02,F0IV/V ,14.7,0.1,-0.04,HIP59199
HIP59280,182.4033284722222,40.25160763888889,2015.5,7.46,K0V    ,24.3,-0.31,-0.05,HIP59280
HIP59296,182.47660694444443,-46.208872222222226,2015.5,8.46,K5V    ,20.1,-0.38,-0.08,HIP59296
HIP59378,182.73715069444444,41.05932708333333,2015.5,10.6,M2V    ,21.2,0.01,0.23,HIP59378
HIP59406,182.7977520833333,-19.961768055555556,2015.5,11.6,---    ,12.7,-0.21,-0.18,HIP59406
HIP59496,183.02234027777777,58.92652361111111,2015.5,10.0,K5     ,28.3,0.1,0.02,HIP59496
HIP59504,183.04965069444444,77.61624583333334,2015.5,5.14,A5m    ,33.6,0.01,0.02,HIP59504
HIP59514,183.08863263888887,54.486161805555554,2015.5,9.71,M2     ,15.3,0.23,0.09,HIP59514
HIP59608,183.35731041666665,10.262154861111112,2015.5,5.85,A2m    ,49.5,-0.09,-0.01,HIP59608
HIP59750,183.79436875,10.305418750000001,2015.5,6.11,F5V    ,22.5,0.03,-1.01,HIP59750
HIP59774,183.85734027777778,57.03256736111111,2015.5,3.32,A3Vvar ,24.9,0.1,0.01,HIP59774
HIP59780,183.86392708333332,-31.094293055555553,2015.5,9.74,K5V    ,20.1,0.15,-0.06,HIP59780
HIP59816,183.99062638888887,5.639528472222222,2015.5,9.45,K8     ,25.8,-0.34,-0.07,HIP59816
HIP60303,185.47662916666664,42.13010833333333,2015.5,9.36,M0V    ,15.9,0.18,-0.52,HIP60303
HIP60310,185.49923402777776,-41.05990763888889,2015.5,8.54,K4V    ,24.1,0.01,-0.11,HIP60310
HIP60559,186.2261597222222,-18.25778263888889,2015.5,11.2,M4     ,8.88,1.1,-2.31,HIP60559
HIP60759,186.80768958333329,27.022760416666667,2015.5,8.24,K2V    ,27.5,0.09,-0.25,HIP60759
HIP60866,187.13281180555555,-18.298434722222225,2015.5,9.24,K4V    ,24.9,0.17,-0.18,HIP60866
HIP60910,187.23575624999998,8.423526388888888,2015.5,11.9,M:     ,13.5,-0.63,-0.26,HIP60910
HIP60965,187.46483541666663,-16.516220833333335,2015.5,2.94,B9.5V  ,26.9,-0.21,-0.14,HIP60965
HIP60994,187.5182486111111,-13.393392361111111,2015.5,6.37,G1/G2V ,24.9,-0.26,-0.05,HIP60994
HIP61053,187.7088847222222,53.077601388888894,2015.5,6.2,F9V    ,21.9,0.02,0.18,HIP61053
HIP61084,187.79186875,-57.114806944444446,2015.5,1.59,M4III  ,26.9,0.03,-0.26,HIP61084
HIP61094,187.81152222222218,8.807052777777779,2015.5,9.74,M0:    ,13.4,-0.64,-0.52,HIP61094
HIP61099,187.82611527777777,20.21663263888889,2015.5,7.91,K0     ,25.2,-0.02,-0.17,HIP61099
HIP61100,187.8294236111111,55.11854375,2015.5,8.08,K2V    ,23.7,0.1,-0.01,HIP61100
HIP61174,188.01467083333333,-16.1962375,2015.5,4.3,F2V    ,18.2,-0.42,-0.06,HIP61174
HIP61212,188.1489895833333,-13.859225694444444,2015.5,5.74,F3IV/V ,36.9,-0.15,-0.05,HIP61212
GJ473AB,188.310375,9.022382638888889,2015.5,13.2,M5.0V  ,4.38,-1.8,0.23,GJ473
HIP61291,188.37712847222218,-68.75764375,2015.5,7.13,K0V    ,16.1,-0.55,-0.31,HIP61291
HIP61317,188.43063402777778,41.359175694444446,2015.5,4.24,G0V    ,8.37,-0.71,0.29,HIP61317
HIP61329,188.4953819444444,-14.638813194444444,2015.5,9.1,K3/K4V ,25.5,-0.5,-0.03,HIP61329
HIP61451,188.88803402777776,-34.88254236111111,2015.5,7.84,K4V    ,21.6,-0.23,-0.13,HIP61451
HIP61468,188.93884236111109,-41.02166666666667,2015.5,5.12,A7III  ,34.5,-0.11,0.0,HIP61468
HIP61481,188.96449097222222,51.221321527777775,2015.5,8.52,K0     ,26.2,0.11,-0.01,HIP61481
HIP61622,189.42455347222221,-48.54117847222222,2015.5,3.85,A2V    ,40.3,-0.19,-0.01,HIP61622
HIP61621,189.42678888888886,-27.13949513888889,2015.5,5.41,F0V    ,34.5,0.08,-0.09,HIP61621
HIP61792,189.9571909722222,-77.84063055555555,2015.5,9.05,K5V    ,26.8,-0.85,0.36,HIP61792
HIP61874,190.18766249999996,-43.561463194444435,2015.5,12.2,M4     ,7.66,-0.78,0.69,HIP61874
HIP61901,190.27789166666668,15.374174305555556,2015.5,7.91,K2     ,14.2,0.12,-0.37,HIP61901
HIP61941,190.41082361111108,-1.4487625,2015.5,2.74,F0V+...,11.8,-0.62,0.06,HIP61941
HIP61946,190.436225,55.724444444444444,2015.5,8.27,K3V    ,23.2,0.12,0.0,HIP61946
HIP62145,191.05785694444438,51.757954166666664,2015.5,7.01,K3V    ,15.0,-0.38,-0.18,HIP62145
HIP62207,191.24507499999999,39.27983194444444,2015.5,5.95,G0V    ,17.3,-0.36,0.14,HIP62207
HIP62229,191.30865277777775,-57.35865347222222,2015.5,7.82,K3V    ,20.1,-0.2,-0.13,HIP62229
HIP62268,191.4094909722222,-60.98151527777778,2015.5,4.69,K1III  ,38.2,0.11,-0.06,HIP62268
HIP62471,192.03957847222222,-24.80329930555556,2015.5,9.9,K0     ,18.7,-0.31,0.17,HIP62471
HIP62472,192.04249513888888,-24.805243750000002,2015.5,8.9,K4/K5V ,19.8,-0.31,0.17,HIP62472
HIP62505,192.1351222222222,-15.719175,2015.5,7.93,K2V    ,21.1,0.08,0.04,HIP62505
HIP62512,192.16532430555554,60.31952013888889,2015.5,5.83,F5V    ,24.1,0.11,-0.03,HIP62512
HIP62523,192.19361041666667,24.83925902777778,2015.5,6.29,G7V    ,17.1,-0.33,-0.11,HIP62523
HIP62687,192.6814645833333,-0.77075,2015.5,8.49,M0.5V  ,10.7,-0.03,-0.4,HIP62687
HIP62956,193.50782430555554,55.95965486111111,2015.5,1.76,A0p    ,24.8,0.11,-0.01,HIP62956
HIP63076,193.86916666666664,65.43813125,2015.5,5.23,A5n    ,28.8,0.0,-0.03,HIP63076
HIP63121,194.00031944444444,38.31532847222222,2015.5,5.61,F0V    ,25.0,-0.2,0.09,HIP63121
HIP63257,194.4309756944444,-14.46313125,2015.5,9.11,K4V    ,23.1,-0.35,0.03,HIP63257
HIP63366,194.7510756944444,-9.832541666666668,2015.5,7.54,K0V    ,21.0,-0.83,0.2,HIP63366
HIP63406,194.88504999999995,41.987879166666666,2015.5,8.6,G9V    ,24.1,-0.24,0.18,HIP63406
HIP63467,195.0654444444444,-2.704654861111111,2015.5,9.78,K7V    ,25.8,-0.8,0.01,HIP63467
HIP63490,195.13577847222217,-33.50547152777778,2015.5,6.01,F3V    ,40.0,-0.07,-0.07,HIP63490
HIP63503,195.18282430555553,56.36611111111111,2015.5,4.93,F2V    ,24.9,0.11,0.0,HIP63503
HIP63510,195.18999027777778,12.375420833333333,2015.5,9.76,M2     ,11.4,-0.62,-0.02,HIP63510
HIP63550,195.32903958333333,-63.19776180555555,2015.5,10.9,---    ,16.8,-0.39,-0.41,HIP63550
HIP63608,195.54228055555555,10.95902361111111,2015.5,2.85,G8IIIva,31.3,-0.28,0.02,HIP63608
HIP63613,195.56966805555552,-71.54874583333334,2015.5,3.61,K2III  ,27.8,0.26,-0.02,HIP63613
HIP63618,195.5852395833333,-26.78829166666667,2015.5,8.35,K4V    ,17.5,-0.15,-0.2,HIP63618
HIP63742,195.95580347222221,-5.163148611111112,2015.5,7.69,G5V    ,22.1,-0.19,-0.22,HIP63742
HIP63762,196.02890972222218,87.11649027777777,2015.5,8.77,K0     ,24.3,-0.1,0.18,HIP63762
HIP63833,196.23426180555555,-52.448166666666665,2015.5,9.05,K8V    ,15.7,-0.79,-0.8,HIP63833
HIP63894,196.42290416666665,49.472609722222224,2015.5,9.26,K0     ,21.8,0.06,0.14,HIP63894
HIP63942,196.5638298611111,20.729840277777775,2015.5,9.44,M0     ,18.5,-0.05,0.1,HIP63942
HIP64048,196.89537430555555,34.401666666666664,2015.5,9.28,K3III  ,23.8,-0.13,0.0,HIP64048
HIP64241,197.49405208333332,17.53004236111111,2015.5,4.32,F5V    ,14.3,-0.45,0.13,HIP64241
HIP64394,197.96294444444442,27.883983333333333,2015.5,4.23,G0V    ,9.15,-0.8,0.88,HIP64394
HIP64457,198.18155694444442,-2.264932638888889,2015.5,7.56,K0     ,20.4,-0.14,0.01,HIP64457
HIP64475,198.22483541666662,-30.71065625,2015.5,8.03,K1IV/V ,26.7,-0.21,0.15,HIP64475
HIP64550,198.46675902777775,-45.18629652777778,2015.5,6.93,G2V    ,24.4,-0.11,-0.11,HIP64550
HIP64577,198.5446083333333,-19.92975555555556,2015.5,5.31,G8III/I,38.6,-0.12,0.16,HIP64577
HIP64583,198.56123263888884,-59.10406597222222,2015.5,4.9,F7IV   ,18.0,-0.25,-0.15,HIP64583
HIP64690,198.85851805555555,-87.56163333333333,2015.5,7.11,G5IV-V ,24.6,-0.22,-0.16,HIP64690
HIP64725,198.99702083333332,-19.943863888888888,2015.5,5.21,K1III  ,38.9,0.3,-0.12,HIP64725
HIP64792,199.19152708333334,9.42516875,2015.5,5.19,G0Vs   ,17.9,-0.33,0.19,HIP64792
HIP64797,199.21716041666664,17.015193055555557,2015.5,6.49,K2V    ,11.2,0.63,-0.26,HIP64797
HIP64924,199.5940423611111,-18.318251388888893,2015.5,4.74,G5V    ,8.52,-1.07,-1.06,HIP64924
HIP65011,199.8926270833333,35.10474583333333,2015.5,9.48,M0     ,13.1,0.39,-0.78,HIP65011
HIP65026,199.94102291666664,47.77764305555556,2015.5,8.48,K0     ,10.3,0.09,-0.02,HIP65026
HIP65109,200.14687638888887,-36.71282847222222,2015.5,2.75,A2V    ,17.9,-0.34,-0.09,HIP65109
HIP65143,200.24538402777776,34.27686805555555,2015.5,10.6,M0     ,16.0,0.49,-0.3,HIP65143
HIP65327,200.84795902777773,57.90611111111111,2015.5,9.69,M0V    ,25.1,0.13,0.0,HIP65327
HIP65343,200.8835006944444,29.23883888888889,2015.5,8.88,K5     ,18.5,-0.47,0.24,HIP65343
HIP65352,200.91340069444442,2.724402777777778,2015.5,7.06,G5     ,16.0,0.01,0.2,HIP65352
HIP65355,200.91999999999996,2.7263472222222225,2015.5,7.35,G5     ,16.7,0.0,0.2,HIP65355
HIP65378,200.9820583333333,54.92514305555555,2015.5,2.23,A2V    ,23.9,0.12,-0.02,HIP65378
HIP65420,201.1394111111111,-5.164158333333334,2015.5,5.76,F3V    ,30.0,0.16,-0.04,HIP65420
HIP65477,201.30705833333332,54.98764305555556,2015.5,3.99,A5V SB ,24.8,0.12,-0.02,HIP65477
HIP65515,201.43810138888887,56.970345138888895,2015.5,7.29,G9IV-V ,21.8,-0.22,0.01,HIP65515
HIP65520,201.45071874999996,-28.37462986111111,2015.5,11.0,M      ,16.2,-0.45,-0.11,HIP65520
HIP65530,201.49695624999995,63.262593055555556,2015.5,6.5,G6V    ,21.3,-0.39,0.22,HIP65530
HIP65714,202.08892708333332,-2.363578472222222,2015.5,11.2,M4+... ,14.1,0.15,-0.49,HIP65714
HIP65859,202.50677847222218,10.369736805555556,2015.5,9.05,M1V    ,7.62,1.13,-1.07,HIP65859
HIP66077,203.18751736111108,16.809351388888892,2015.5,11.3,M4Ve   ,13.7,0.25,-0.22,HIP66077
HIP66147,203.38156458333333,8.587272916666668,2015.5,7.98,K0     ,18.4,-0.51,0.09,HIP66147
HIP66193,203.51158194444443,33.23055625,2015.5,9.19,K5IV   ,22.9,-0.26,0.33,HIP66193
HIP66222,203.59059374999998,4.666413888888889,2015.5,9.95,M0.5V: ,20.5,0.15,-0.12,HIP66222
HIP66249,203.67144722222218,-0.59521875,2015.5,3.38,A3V    ,22.4,-0.28,0.05,HIP66249
HIP66252,203.67804652777775,-8.342550694444446,2015.5,9.24,K7V    ,19.7,-0.29,-0.09,HIP66252
HIP66459,204.37215555555554,35.71709583333333,2015.5,9.06,M9     ,10.9,0.32,-0.06,HIP66459
HIP66492,204.46178402777778,48.1371125,2015.5,9.77,M0...  ,21.9,-0.23,-0.14,HIP66492
HIP66675,205.02695624999996,-4.182600000000001,2015.5,9.61,M0V    ,14.5,-0.39,0.48,HIP66675
HIP66704,205.0958583333333,50.51957083333333,2015.5,6.31,F7.7V  ,25.2,-0.12,0.06,HIP66704
HIP66765,205.26891458333333,-34.465034027777776,2015.5,6.92,K1V    ,15.6,0.21,-0.17,HIP66765
HIP66781,205.3056986111111,56.727415972222225,2015.5,7.77,K0IV-V ,23.7,-0.02,0.07,HIP66781
HIP66840,205.48100555555556,-0.13178541666666665,2015.5,9.76,M0V    ,23.7,-0.16,-0.43,HIP66840
HIP66886,205.60637986111107,-1.6871215277777778,2015.5,9.24,K7V    ,24.2,-0.29,-0.15,HIP66886
HIP67090,206.27428124999997,17.772950694444447,2015.5,9.79,---    ,13.0,0.45,-1.83,HIP67090
HIP67105,206.31077847222218,8.835159722222222,2015.5,8.47,K2     ,20.9,-0.07,-0.1,HIP67105
HIP67153,206.41856805555554,-33.04462152777778,2015.5,4.23,F3V    ,19.2,-0.46,-0.15,HIP67153
HIP67155,206.44449027777776,14.881554166666666,2015.5,8.46,M3V    ,5.43,1.78,-1.46,HIP67155
HIP67164,206.45916180555554,-17.971760416666665,2015.5,11.8,M:     ,11.3,-0.31,-0.55,HIP67164
HIP67275,206.8121833333333,17.457003472222222,2015.5,4.5,F7V    ,15.5,-0.48,0.05,HIP67275
HIP67301,206.88419166666665,49.31292083333333,2015.5,1.85,B3V SB ,30.8,-0.12,-0.02,HIP67301
HIP67422,207.26377013888887,26.97911597222222,2015.5,7.05,K2     ,13.6,-0.43,-0.09,HIP67422
HIP67487,207.4248784722222,-22.11413402777778,2015.5,8.16,K4/K5V ,14.1,-1.75,-0.49,HIP67487
HIP67601,207.77310138888888,-53.735471527777776,2015.5,9.53,K3V    ,26.9,-0.22,-0.07,HIP67601
HIP67620,207.83067638888886,-24.391894444444443,2015.5,6.43,G5V    ,19.9,-0.58,-0.24,HIP67620
HIP67691,208.00282916666663,49.94989027777778,2015.5,8.82,K5     ,14.0,0.42,-0.14,HIP67691
HIP67742,208.14567638888886,-50.922070833333336,2015.5,7.37,K1V    ,16.4,-0.58,-0.06,HIP67742
HIP67808,208.3639895833333,12.938121527777778,2015.5,9.78,M0     ,20.8,-0.15,-0.65,HIP67808
HIP67960,208.7589472222222,-29.090951388888886,2015.5,9.53,K5/M0V ,16.7,-0.28,-0.1,HIP67960
HIP67986,208.83552152777776,-76.270825,2015.5,8.33,K2V    ,26.6,-0.17,-0.04,HIP67986
HIP68030,208.9563798611111,14.05645625,2015.5,6.16,F6V    ,24.2,-0.29,0.01,HIP68030
HIP68184,209.38354791666663,61.494259722222225,2015.5,6.49,K3V    ,10.1,-0.03,0.22,HIP68184
HIP68337,209.82975555555555,22.869789583333333,2015.5,9.05,K      ,23.8,-0.16,0.01,HIP68337
HIP68469,210.25780972222222,-2.6506805555555553,2015.5,9.71,K5     ,10.1,-0.82,0.6,HIP68469
HIP68634,210.73667916666665,14.975277777777778,2015.5,7.12,G5     ,26.1,-0.06,0.0,HIP68634
HIP68682,210.88560625,10.784645833333334,2015.5,6.27,G8V    ,16.6,0.09,-0.3,HIP68682
HIP68895,211.5931861111111,-26.68316527777778,2015.5,3.25,K2III  ,31.0,0.04,-0.14,HIP68895
HIP68933,211.66691388888884,-36.373225,2015.5,2.06,K0IIIb ,18.6,-0.52,-0.52,HIP68933
