Star,RA,Dec,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP53954,165.58249999999998,20.179722222222225,2000,4.42,A1m    ,37.9,-0.01,0.04,HIP53954
HIP53985,165.65958333333333,21.966944444444444,2000,9.57,K      ,11.6,0.14,-0.05,HIP53985
GJ411,165.83416666666668,35.97,2000,7.47,M2.0V  ,2.54,-0.58,-4.77,GJ411
HIP54061,165.9320833333333,61.75083333333333,2000,1.81,F7V com,37.9,-0.14,-0.04,HIP54061
HIP54155,166.17291666666662,-4.220833333333333,2000,7.64,G5     ,24.6,-0.18,-0.1,HIP54155
HIP54182,166.25416666666663,7.335833333333333,2000,4.62,F2III-I,28.9,-0.34,-0.05,HIP54182
GJ412A,166.36916666666664,43.52638888888889,2000,8.77,M1.0V  ,4.86,-4.41,0.95,GJ412A
GJ412B,166.37666666666667,43.52166666666667,2000,14.4,M5.5V  ,4.86,-4.43,0.93,GJ412B
HIP54288,166.59541666666664,-35.748333333333335,2000,9.62,K5     ,25.5,0.11,-0.03,HIP54288
HIP54418,167.02624999999998,-28.268055555555556,2000,9.32,K7V    ,26.8,-0.5,-0.04,HIP54418
HIP54426,167.0583333333333,38.42638888888889,2000,8.35,K0     ,22.7,-0.21,0.04,HIP54426
HIP54459,167.13249999999996,15.7675,2000,9.75,K0     ,25.9,0.16,-0.38,HIP54459
HIP54532,167.38041666666663,-24.59861111111111,2000,10.4,M:     ,10.6,-0.8,-0.45,HIP54532
HIP54646,167.77166666666665,30.445833333333333,2000,8.31,K8V    ,11.9,0.59,-0.2,HIP54646
HIP54651,167.79458333333332,10.950833333333332,2000,9.23,K5V    ,20.8,-0.94,0.59,HIP54651
HIP54677,167.88791666666665,-14.991388888888888,2000,9.06,K4V    ,22.7,0.7,-0.6,HIP54677
HIP54704,168.00499999999997,-26.136388888888888,2000,7.05,G8/K0V ,21.6,0.27,-0.06,HIP54704
HIP54745,168.13499999999996,35.81388888888888,2000,6.41,G0V    ,21.7,-0.25,-0.15,HIP54745
HIP54746,168.13791666666663,-49.100833333333334,2000,5.37,A2III  ,49.9,-0.1,0.03,HIP54746
HIP54810,168.30499999999998,4.482222222222222,2000,8.7,K5V    ,17.9,-0.32,-0.03,HIP54810
HIP54872,168.5270833333333,20.52361111111111,2000,2.56,A4V    ,17.6,0.14,-0.13,HIP54872
HIP54906,168.6383333333333,25.710277777777776,2000,7.76,K1V    ,21.2,-0.11,0.05,HIP54906
HIP54922,168.7008333333333,-23.104722222222225,2000,9.02,K4V    ,22.6,-0.3,-0.37,HIP54922
HIP54952,168.79958333333332,73.47500000000001,2000,7.68,K5     ,14.6,-0.4,0.11,HIP54952
HIP54966,168.8370833333333,-18.145,2000,9.97,K7V    ,20.6,0.32,-0.71,HIP54966
HIP55052,169.02833333333334,-30.178055555555556,2000,10.3,---    ,25.2,-0.31,0.09,HIP55052
HIP55119,169.28124999999997,-27.813333333333333,2000,9.78,M0V    ,17.5,0.21,-0.08,HIP55119
HIP55210,169.59166666666664,-5.067222222222222,2000,7.29,G8V    ,21.9,0.79,-0.15,HIP55210
HIP55360,170.01999999999998,65.84638888888888,2000,9.31,M1Vvar ,9.09,-2.95,0.18,HIP55360
HIP55454,170.36124999999996,-20.453611111111112,2000,8.57,K4/K5V ,13.1,0.18,-0.12,HIP55454
HIP55691,171.16791666666663,-61.6475,2000,7.22,K7V+...,12.8,-0.51,0.08,HIP55691
HIP55705,171.22041666666664,-17.683888888888887,2000,4.06,A9V    ,25.7,-0.1,0.0,HIP55705
HIP55718,171.24916666666664,40.00333333333333,2000,10.2,M0     ,22.7,-0.11,-0.02,HIP55718
HIP55779,171.4295833333333,-63.97222222222222,2000,5.18,F7V    ,27.4,-0.31,-0.07,HIP55779
HIP55846,171.68875,3.0130555555555554,2000,6.49,K0IV   ,17.6,-0.73,0.18,HIP55846
HIP55848,171.69291666666663,3.006111111111111,2000,7.58,K2V    ,17.9,-0.73,0.19,HIP55848
HIP56035,172.26916666666665,61.77833333333333,2000,5.83,F5Vawva,32.8,-0.11,0.24,HIP56035
HIP56153,172.64583333333331,-57.13361111111111,2000,8.34,K4V    ,22.2,-0.55,0.04,HIP56153
HIP56157,172.67416666666665,-8.095,2000,11.9,---    ,13.9,-0.35,0.26,HIP56157
HIP56199,172.8045833333333,63.1575,2000,9.98,M0     ,23.3,0.07,0.03,HIP56199
HIP56238,172.9308333333333,22.666944444444447,2000,10.3,---    ,16.1,-0.58,0.03,HIP56238
HIP56242,172.9370833333333,14.364444444444445,2000,6.27,G0V    ,23.0,-0.33,-0.19,HIP56242
HIP56244,172.94375,-41.046388888888885,2000,11.5,M      ,10.4,-0.72,0.17,HIP56244
HIP56343,173.25041666666667,-31.8575,2000,3.54,G8III  ,39.6,-0.21,-0.04,HIP56343
HIP56445,173.59166666666664,3.0599999999999996,2000,5.76,F5V    ,26.5,-0.18,-0.1,HIP56445
HIP56452,173.62291666666667,-32.83111111111111,2000,5.96,K0V    ,9.53,-0.67,0.82,HIP56452
HIP56528,173.86249999999998,-32.53972222222222,2000,9.81,M2V    ,9.03,-0.07,-0.85,HIP56528
HIP56630,174.17041666666663,39.190555555555555,2000,10.0,M0     ,24.3,0.44,-0.41,HIP56630
HIP56802,174.66666666666663,-13.201666666666666,2000,5.48,F7V    ,26.9,0.1,0.13,HIP56802
HIP56809,174.6870833333333,45.108333333333334,2000,6.29,G0V    ,23.2,-0.59,0.01,HIP56809
HIP56829,174.74874999999997,42.328611111111115,2000,8.22,K5V    ,19.7,-0.13,0.44,HIP56829
HIP56998,175.26041666666666,-44.405,2000,7.77,K5V    ,12.5,-0.66,0.24,HIP56998
HIP56997,175.26249999999996,34.20138888888889,2000,5.31,G8Vvar ,9.54,-0.01,-0.38,HIP56997
HIP57274,176.1708333333333,30.959166666666665,2000,8.97,K8     ,25.8,-0.03,-0.38,HIP57274
HIP57328,176.3208333333333,8.258055555555556,2000,4.84,A4V    ,36.6,0.06,-0.02,HIP57328
HIP57363,176.40166666666664,-66.7286111111111,2000,3.63,A7III  ,39.3,-0.1,0.03,HIP57363
HIP57443,176.62958333333333,-40.500277777777775,2000,4.89,G3/G5V ,9.23,-1.53,0.4,HIP57443
HIP57493,176.76458333333332,50.97166666666667,2000,9.51,M0V:p  ,24.6,0.06,-0.11,HIP57493
HIP57494,176.76583333333332,-11.823888888888888,2000,9.03,K2     ,24.6,-0.21,-0.06,HIP57494
HIP57507,176.8158333333333,-30.28638888888889,2000,6.48,G5V    ,17.7,-0.27,-0.23,HIP57507
GJ447,176.935,0.8041666666666667,2000,11.1,M4.0V  ,3.35,0.61,-1.22,GJ447
HIP57632,177.26499999999996,14.571944444444444,2000,2.14,A3Vvar ,11.0,-0.5,-0.11,HIP57632
HIP57757,177.67375,1.7647222222222223,2000,3.59,F8V    ,10.9,0.74,-0.27,HIP57757
HIP57802,177.78041666666664,35.27194444444444,2000,9.76,M1V    ,8.55,-0.27,0.25,HIP57802
HIP57866,178.0345833333333,18.755,2000,8.4,K2     ,25.3,0.03,-0.3,HIP57866
HIP58001,178.45749999999995,53.69472222222222,2000,2.41,A0V SB ,25.6,0.11,0.01,HIP58001
HIP58293,179.31791666666663,-26.141388888888887,2000,8.93,K3/K4V ,26.7,-0.35,0.15,HIP58293
HIP58345,179.48416666666662,-27.706944444444442,2000,6.99,K4V    ,10.1,-1.08,-0.62,HIP58345
HIP58374,179.54874999999998,-23.92361111111111,2000,8.7,K3V    ,26.0,-0.17,-0.05,HIP58374
HIP58451,179.79166666666663,-20.353611111111114,2000,7.92,K2V    ,20.8,0.14,-0.42,HIP58451
HIP58576,180.18541666666664,10.445833333333333,2000,5.54,K0IV   ,12.9,0.14,-0.48,HIP58576
HIP58684,180.5283333333333,43.04555555555555,2000,5.22,A7m    ,33.9,-0.35,0.06,HIP58684
HIP58803,180.91499999999996,-42.43388888888889,2000,5.15,F6V    ,24.2,0.32,-0.11,HIP58803
HIP59000,181.46124999999998,-18.875,2000,9.99,K5V    ,22.5,-0.02,-0.32,HIP59000
HIP59072,181.72041666666664,-64.61361111111111,2000,4.14,F2III  ,19.6,0.03,-0.04,HIP59072
HIP59199,182.10333333333332,-24.72861111111111,2000,4.02,F0IV/V ,14.7,0.1,-0.04,HIP59199
HIP59280,182.40541666666664,40.25194444444445,2000,7.46,K0V    ,24.3,-0.31,-0.05,HIP59280
HIP59296,182.47916666666666,-46.208333333333336,2000,8.46,K5V    ,20.1,-0.38,-0.08,HIP59296
HIP59378,182.73708333333332,41.05777777777777,2000,10.6,M2V    ,21.2,0.01,0.23,HIP59378
HIP59406,182.79916666666665,-19.960555555555555,2000,11.6,---    ,12.7,-0.21,-0.18,HIP59406
HIP59496,183.02166666666665,58.92638888888889,2000,10.0,K5     ,28.3,0.1,0.02,HIP59496
HIP59504,183.04958333333332,77.61611111111111,2000,5.14,A5m    ,33.6,0.01,0.02,HIP59504
HIP59514,183.0870833333333,54.48555555555556,2000,9.71,M2     ,15.3,0.23,0.09,HIP59514
HIP59608,183.35791666666665,10.262222222222222,2000,5.85,A2m    ,49.5,-0.09,-0.01,HIP59608
HIP59750,183.79416666666665,10.312222222222223,2000,6.11,F5V    ,22.5,0.03,-1.01,HIP59750
HIP59774,183.85666666666665,57.0325,2000,3.32,A3Vvar ,24.9,0.1,0.01,HIP59774
HIP59780,183.86291666666665,-31.093888888888888,2000,9.74,K5V    ,20.1,0.15,-0.06,HIP59780
HIP59816,183.99291666666664,5.64,2000,9.45,K8     ,25.8,-0.34,-0.07,HIP59816
HIP60303,185.47541666666663,42.13361111111111,2000,9.36,M0V    ,15.9,0.18,-0.52,HIP60303
HIP60310,185.49916666666664,-41.05916666666666,2000,8.54,K4V    ,24.1,0.01,-0.11,HIP60310
HIP60559,186.21874999999997,-18.242222222222225,2000,11.2,M4     ,8.88,1.1,-2.31,HIP60559
HIP60759,186.80708333333328,27.024444444444445,2000,8.24,K2V    ,27.5,0.09,-0.25,HIP60759
HIP60866,187.13166666666666,-18.297222222222224,2000,9.24,K4V    ,24.9,0.17,-0.18,HIP60866
HIP60910,187.23999999999998,8.425277777777778,2000,11.9,M:     ,13.5,-0.63,-0.26,HIP60910
HIP60965,187.46624999999997,-16.51527777777778,2000,2.94,B9.5V  ,26.9,-0.21,-0.14,HIP60965
HIP60994,187.51999999999998,-13.393055555555556,2000,6.37,G1/G2V ,24.9,-0.26,-0.05,HIP60994
HIP61053,187.70874999999998,53.07638888888889,2000,6.2,F9V    ,21.9,0.02,0.18,HIP61053
HIP61084,187.79166666666666,-57.113055555555555,2000,1.59,M4III  ,26.9,0.03,-0.26,HIP61084
HIP61094,187.8158333333333,8.810555555555556,2000,9.74,M0:    ,13.4,-0.64,-0.52,HIP61094
HIP61099,187.82625,20.217777777777776,2000,7.91,K0     ,25.2,-0.02,-0.17,HIP61099
HIP61100,187.82874999999999,55.118611111111115,2000,8.08,K2V    ,23.7,0.1,-0.01,HIP61100
HIP61174,188.01749999999998,-16.195833333333333,2000,4.3,F2V    ,18.2,-0.42,-0.06,HIP61174
HIP61212,188.14999999999998,-13.858888888888888,2000,5.74,F3IV/V ,36.9,-0.15,-0.05,HIP61212
GJ473AB,188.3225,9.020833333333334,2000,13.2,M5.0V  ,4.38,-1.8,0.23,GJ473
HIP61291,188.3808333333333,-68.75555555555556,2000,7.13,K0V    ,16.1,-0.55,-0.31,HIP61291
HIP61317,188.43541666666667,41.35722222222223,2000,4.24,G0V    ,8.37,-0.71,0.29,HIP61317
HIP61329,188.49874999999997,-14.63861111111111,2000,9.1,K3/K4V ,25.5,-0.5,-0.03,HIP61329
HIP61451,188.88958333333332,-34.88166666666667,2000,7.84,K4V    ,21.6,-0.23,-0.13,HIP61451
HIP61468,188.9395833333333,-41.02166666666667,2000,5.12,A7III  ,34.5,-0.11,0.0,HIP61468
HIP61481,188.96375,51.22138888888889,2000,8.52,K0     ,26.2,0.11,-0.01,HIP61481
HIP61622,189.42583333333332,-48.54111111111111,2000,3.85,A2V    ,40.3,-0.19,-0.01,HIP61622
HIP61621,189.42624999999998,-27.13888888888889,2000,5.41,F0V    ,34.5,0.08,-0.09,HIP61621
HIP61792,189.96291666666664,-77.84305555555555,2000,9.05,K5V    ,26.8,-0.85,0.36,HIP61792
HIP61874,190.19291666666663,-43.566111111111105,2000,12.2,M4     ,7.66,-0.78,0.69,HIP61874
HIP61901,190.27708333333334,15.376666666666667,2000,7.91,K2     ,14.2,0.12,-0.37,HIP61901
HIP61941,190.41499999999996,-1.4491666666666667,2000,2.74,F0V+...,11.8,-0.62,0.06,HIP61941
HIP61946,190.43541666666667,55.724444444444444,2000,8.27,K3V    ,23.2,0.12,0.0,HIP61946
HIP62145,191.0604166666666,51.759166666666665,2000,7.01,K3V    ,15.0,-0.38,-0.18,HIP62145
HIP62207,191.24749999999997,39.278888888888886,2000,5.95,G0V    ,17.3,-0.36,0.14,HIP62207
HIP62229,191.30999999999997,-57.35777777777778,2000,7.82,K3V    ,20.1,-0.2,-0.13,HIP62229
HIP62268,191.40874999999997,-60.98111111111111,2000,4.69,K1III  ,38.2,0.11,-0.06,HIP62268
HIP62471,192.04166666666666,-24.804444444444446,2000,9.9,K0     ,18.7,-0.31,0.17,HIP62471
HIP62472,192.04458333333332,-24.80638888888889,2000,8.9,K4/K5V ,19.8,-0.31,0.17,HIP62472
HIP62505,192.13458333333332,-15.719444444444445,2000,7.93,K2V    ,21.1,0.08,0.04,HIP62505
HIP62512,192.16458333333333,60.319722222222225,2000,5.83,F5V    ,24.1,0.11,-0.03,HIP62512
HIP62523,192.19583333333333,24.84,2000,6.29,G7V    ,17.1,-0.33,-0.11,HIP62523
HIP62687,192.68166666666664,-0.7680555555555556,2000,8.49,M0.5V  ,10.7,-0.03,-0.4,HIP62687
HIP62956,193.50708333333333,55.959722222222226,2000,1.76,A0p    ,24.8,0.11,-0.01,HIP62956
HIP63076,193.86916666666664,65.43833333333333,2000,5.23,A5n    ,28.8,0.0,-0.03,HIP63076
HIP63121,194.00166666666667,38.31472222222222,2000,5.61,F0V    ,25.0,-0.2,0.09,HIP63121
HIP63257,194.4333333333333,-14.463333333333333,2000,9.11,K4V    ,23.1,-0.35,0.03,HIP63257
HIP63366,194.75666666666663,-9.83388888888889,2000,7.54,K0V    ,21.0,-0.83,0.2,HIP63366
HIP63406,194.88666666666663,41.986666666666665,2000,8.6,G9V    ,24.1,-0.24,0.18,HIP63406
HIP63467,195.0708333333333,-2.7047222222222222,2000,9.78,K7V    ,25.8,-0.8,0.01,HIP63467
HIP63490,195.13624999999996,-33.505,2000,6.01,F3V    ,40.0,-0.07,-0.07,HIP63490
HIP63503,195.1820833333333,56.36611111111111,2000,4.93,F2V    ,24.9,0.11,0.0,HIP63503
HIP63510,195.19416666666666,12.375555555555556,2000,9.76,M2     ,11.4,-0.62,-0.02,HIP63510
HIP63550,195.33166666666665,-63.19499999999999,2000,10.9,---    ,16.8,-0.39,-0.41,HIP63550
HIP63608,195.54416666666665,10.958888888888888,2000,2.85,G8IIIva,31.3,-0.28,0.02,HIP63608
HIP63613,195.56791666666663,-71.54861111111111,2000,3.61,K2III  ,27.8,0.26,-0.02,HIP63613
HIP63618,195.58624999999998,-26.786944444444448,2000,8.35,K4V    ,17.5,-0.15,-0.2,HIP63618
HIP63742,195.95708333333332,-5.161666666666667,2000,7.69,G5V    ,22.1,-0.19,-0.22,HIP63742
HIP63762,196.0295833333333,87.11527777777778,2000,8.77,K0     ,24.3,-0.1,0.18,HIP63762
HIP63833,196.23958333333331,-52.44277777777778,2000,9.05,K8V    ,15.7,-0.79,-0.8,HIP63833
HIP63894,196.42249999999999,49.47166666666667,2000,9.26,K0     ,21.8,0.06,0.14,HIP63894
HIP63942,196.56416666666664,20.729166666666664,2000,9.44,M0     ,18.5,-0.05,0.1,HIP63942
HIP64048,196.89624999999998,34.401666666666664,2000,9.28,K3III  ,23.8,-0.13,0.0,HIP64048
HIP64241,197.4970833333333,17.529166666666665,2000,4.32,F5V    ,14.3,-0.45,0.13,HIP64241
HIP64394,197.9683333333333,27.878055555555555,2000,4.23,G0V    ,9.15,-0.8,0.88,HIP64394
HIP64457,198.18249999999998,-2.265,2000,7.56,K0     ,20.4,-0.14,0.01,HIP64457
HIP64475,198.22624999999996,-30.711666666666666,2000,8.03,K1IV/V ,26.7,-0.21,0.15,HIP64475
HIP64550,198.46749999999997,-45.18555555555555,2000,6.93,G2V    ,24.4,-0.11,-0.11,HIP64550
HIP64577,198.54541666666663,-19.930833333333336,2000,5.31,G8III/I,38.6,-0.12,0.16,HIP64577
HIP64583,198.5629166666666,-59.10305555555556,2000,4.9,F7IV   ,18.0,-0.25,-0.15,HIP64583
HIP64690,198.85999999999999,-87.56055555555555,2000,7.11,G5IV-V ,24.6,-0.22,-0.16,HIP64690
HIP64725,198.99499999999998,-19.943055555555556,2000,5.21,K1III  ,38.9,0.3,-0.12,HIP64725
HIP64792,199.19375,9.423888888888888,2000,5.19,G0Vs   ,17.9,-0.33,0.19,HIP64792
HIP64797,199.21291666666664,17.016944444444444,2000,6.49,K2V    ,11.2,0.63,-0.26,HIP64797
HIP64924,199.60125,-18.311111111111114,2000,4.74,G5V    ,8.52,-1.07,-1.06,HIP64924
HIP65011,199.89,35.11,2000,9.48,M0     ,13.1,0.39,-0.78,HIP65011
HIP65026,199.94041666666664,47.77777777777778,2000,8.48,K0     ,10.3,0.09,-0.02,HIP65026
HIP65109,200.14916666666664,-36.71222222222222,2000,2.75,A2V    ,17.9,-0.34,-0.09,HIP65109
HIP65143,200.2420833333333,34.278888888888886,2000,10.6,M0     ,16.0,0.49,-0.3,HIP65143
HIP65327,200.8470833333333,57.90611111111111,2000,9.69,M0V    ,25.1,0.13,0.0,HIP65327
HIP65343,200.88666666666663,29.237222222222222,2000,8.88,K5     ,18.5,-0.47,0.24,HIP65343
HIP65352,200.9133333333333,2.723055555555556,2000,7.06,G5     ,16.0,0.01,0.2,HIP65352
HIP65355,200.91999999999996,2.725,2000,7.35,G5     ,16.7,0.0,0.2,HIP65355
HIP65378,200.98124999999996,54.92527777777777,2000,2.23,A2V    ,23.9,0.12,-0.02,HIP65378
HIP65420,201.13833333333332,-5.16388888888889,2000,5.76,F3V    ,30.0,0.16,-0.04,HIP65420
HIP65477,201.30624999999998,54.98777777777778,2000,3.99,A5V SB ,24.8,0.12,-0.02,HIP65477
HIP65515,201.4395833333333,56.97027777777778,2000,7.29,G9IV-V ,21.8,-0.22,0.01,HIP65515
HIP65520,201.45374999999996,-28.37388888888889,2000,11.0,M      ,16.2,-0.45,-0.11,HIP65520
HIP65530,201.49958333333328,63.26111111111111,2000,6.5,G6V    ,21.3,-0.39,0.22,HIP65530
HIP65714,202.08791666666664,-2.3602777777777777,2000,11.2,M4+... ,14.1,0.15,-0.49,HIP65714
HIP65859,202.4991666666666,10.376944444444446,2000,9.05,M1V    ,7.62,1.13,-1.07,HIP65859
HIP66077,203.1858333333333,16.810833333333335,2000,11.3,M4Ve   ,13.7,0.25,-0.22,HIP66077
HIP66147,203.385,8.586666666666668,2000,7.98,K0     ,18.4,-0.51,0.09,HIP66147
HIP66193,203.51333333333332,33.22833333333333,2000,9.19,K5IV   ,22.9,-0.26,0.33,HIP66193
HIP66222,203.5895833333333,4.667222222222223,2000,9.95,M0.5V: ,20.5,0.15,-0.12,HIP66222
HIP66249,203.6733333333333,-0.5955555555555556,2000,3.38,A3V    ,22.4,-0.28,0.05,HIP66249
HIP66252,203.67999999999998,-8.341944444444445,2000,9.24,K7V    ,19.7,-0.29,-0.09,HIP66252
HIP66459,204.36999999999998,35.7175,2000,9.06,M9     ,10.9,0.32,-0.06,HIP66459
HIP66492,204.46333333333334,48.13805555555555,2000,9.77,M0...  ,21.9,-0.23,-0.14,HIP66492
HIP66675,205.02958333333328,-4.185833333333334,2000,9.61,M0V    ,14.5,-0.39,0.48,HIP66675
HIP66704,205.09666666666664,50.51916666666666,2000,6.31,F7.7V  ,25.2,-0.12,0.06,HIP66704
HIP66765,205.26749999999998,-34.46388888888889,2000,6.92,K1V    ,15.6,0.21,-0.17,HIP66765
HIP66781,205.3058333333333,56.72694444444445,2000,7.77,K0IV-V ,23.7,-0.02,0.07,HIP66781
HIP66840,205.48208333333332,-0.1288888888888889,2000,9.76,M0V    ,23.7,-0.16,-0.43,HIP66840
HIP66886,205.6083333333333,-1.6861111111111111,2000,9.24,K7V    ,24.2,-0.29,-0.15,HIP66886
HIP67090,206.27124999999998,17.78527777777778,2000,9.79,---    ,13.0,0.45,-1.83,HIP67090
HIP67105,206.31124999999997,8.835833333333333,2000,8.47,K2     ,20.9,-0.07,-0.1,HIP67105
HIP67153,206.42166666666665,-33.04361111111111,2000,4.23,F3V    ,19.2,-0.46,-0.15,HIP67153
HIP67155,206.43249999999998,14.891388888888889,2000,8.46,M3V    ,5.43,1.78,-1.46,HIP67155
HIP67164,206.46124999999998,-17.968055555555555,2000,11.8,M:     ,11.3,-0.31,-0.55,HIP67164
HIP67275,206.81541666666664,17.456666666666667,2000,4.5,F7V    ,15.5,-0.48,0.05,HIP67275
HIP67301,206.885,49.31305555555555,2000,1.85,B3V SB ,30.8,-0.12,-0.02,HIP67301
HIP67422,207.26666666666665,26.97972222222222,2000,7.05,K2     ,13.6,-0.43,-0.09,HIP67422
HIP67487,207.43666666666664,-22.110833333333336,2000,8.16,K4/K5V ,14.1,-1.75,-0.49,HIP67487
HIP67601,207.7745833333333,-53.735,2000,9.53,K3V    ,26.9,-0.22,-0.07,HIP67601
HIP67620,207.8345833333333,-24.390277777777776,2000,6.43,G5V    ,19.9,-0.58,-0.24,HIP67620
HIP67691,207.99999999999997,49.950833333333335,2000,8.82,K5     ,14.0,0.42,-0.14,HIP67691
HIP67742,208.1495833333333,-50.92166666666667,2000,7.37,K1V    ,16.4,-0.58,-0.06,HIP67742
HIP67808,208.36499999999998,12.9425,2000,9.78,M0     ,20.8,-0.15,-0.65,HIP67808
HIP67960,208.7608333333333,-29.090277777777775,2000,9.53,K5/M0V ,16.7,-0.28,-0.1,HIP67960
HIP67986,208.83666666666664,-76.27055555555556,2000,8.33,K2V    ,26.6,-0.17,-0.04,HIP67986
HIP68030,208.95833333333331,14.05638888888889,2000,6.16,F6V    ,24.2,-0.29,0.01,HIP68030
HIP68184,209.38374999999996,61.49277777777778,2000,6.49,K3V    ,10.1,-0.03,0.22,HIP68184
HIP68337,209.83083333333332,22.869722222222222,2000,9.05,K      ,23.8,-0.16,0.01,HIP68337
HIP68469,210.26333333333332,-2.654722222222222,2000,9.71,K5     ,10.1,-0.82,0.6,HIP68469
HIP68634,210.73708333333332,14.975277777777778,2000,7.12,G5     ,26.1,-0.06,0.0,HIP68634
HIP68682,210.885,10.786666666666667,2000,6.27,G8V    ,16.6,0.09,-0.3,HIP68682
HIP68895,211.59291666666664,-26.682222222222222,2000,3.25,K2III  ,31.0,0.04,-0.14,HIP68895
HIP68933,211.67041666666663,-36.36972222222222,2000,2.06,K0IIIb ,18.6,-0.52,-0.52,HIP68933
HIP69357,212.94249999999997,-12.611666666666666,2000,7.93,K1V    ,23.0,-0.26,-0.18,HIP69357
HIP69414,213.1883333333333,-3.32,2000,7.05,G0     ,22.2,-0.16,-0.32,HIP69414
HIP69454,213.30374999999998,-56.74194444444444,2000,10.2,M2V:   ,11.7,0.36,0.18,HIP69454
HIP69454,213.30374999999998,-56.74194444444444,2000,10.2,M2V:   ,11.7,0.36,0.18,HIP69454
HIP69483,213.3708333333333,51.78972222222222,2000,4.53,A8IV   ,47.5,0.06,-0.01,HIP69483
HIP69526,213.48791666666665,30.216944444444444,2000,8.03,K5     ,17.3,-0.4,0.18,HIP69526
HIP69562,213.58916666666664,-15.355833333333333,2000,10.3,K4V    ,26.4,-0.2,-0.17,HIP69562
HIP69671,213.91124999999997,-45.00055555555556,2000,6.31,F9V    ,21.0,0.13,-0.14,HIP69671
HIP69673,213.91541666666666,19.182222222222222,2000,0.0,K2IIIp ,11.2,-1.09,-2.0,HIP69673
HIP69713,214.04125,51.367222222222225,2000,4.75,A9V    ,29.8,-0.15,0.09,HIP69713
HIP69732,214.09583333333333,46.088055555555556,2000,4.18,A0sh   ,29.7,-0.19,0.16,HIP69732
HIP69824,214.35166666666663,45.44444444444444,2000,10.1,M0     ,18.6,0.05,-0.02,HIP69824
HIP69896,214.55791666666667,-81.0075,2000,4.89,A2m... ,42.8,-0.02,-0.07,HIP69896
HIP69962,214.74291666666664,-6.60361111111111,2000,9.1,K7V    ,21.5,-0.01,-0.43,HIP69962
HIP69965,214.75374999999997,-25.81527777777778,2000,5.87,F7Vw   ,17.7,-0.36,0.37,HIP69965
HIP69972,214.76999999999998,-59.37888888888889,2000,6.66,K3V    ,11.8,-0.45,-0.81,HIP69972
HIP69989,214.81791666666663,13.004166666666666,2000,5.41,F5IV   ,26.0,0.11,-0.03,HIP69989
HIP70016,214.89541666666662,-5.151111111111112,2000,7.58,K1V    ,20.7,-0.63,-0.12,HIP70016
HIP70035,214.9645833333333,-61.272777777777776,2000,5.22,Am     ,48.3,-0.17,-0.09,HIP70035
HIP70218,215.4883333333333,29.629444444444445,2000,8.56,K5V    ,14.4,-0.63,-0.31,HIP70218
HIP70319,215.81374999999997,1.2413888888888889,2000,6.25,G1V    ,17.5,0.22,-0.48,HIP70319
HIP70400,216.04708333333332,5.819999999999999,2000,5.1,A5V    ,46.3,-0.08,0.01,HIP70400
HIP70475,216.23333333333332,8.8875,2000,12.2,M:     ,14.3,0.55,0.16,HIP70475
HIP70497,216.29916666666662,51.85055555555556,2000,4.04,F7V    ,14.5,-0.24,-0.4,HIP70497
HIP70529,216.43124999999995,23.616944444444446,2000,9.77,M1     ,16.7,0.79,-1.12,HIP70529
HIP70536,216.4445833333333,23.62027777777778,2000,9.98,M2     ,15.7,0.8,-1.12,HIP70536
HIP70857,217.34291666666664,80.80972222222222,2000,6.88,G5     ,19.5,-0.07,-0.13,HIP70857
HIP70865,217.37374999999997,15.5325,2000,10.6,M3     ,14.2,-1.05,1.3,HIP70865
GJ551,217.42916666666662,-62.67944444444444,2000,11.0,M5.0V  ,1.3,-3.78,0.77,GJ551
HIP70950,217.68749999999997,35.453611111111115,2000,8.68,K3V    ,21.9,-0.48,0.2,HIP70950
HIP70952,217.6920833333333,63.18555555555555,2000,6.1,F4IV   ,31.7,-0.18,0.01,HIP70952
HIP70956,217.69874999999996,-8.64611111111111,2000,9.4,K7V    ,16.5,-1.27,-0.24,HIP70956
HIP71075,218.01958333333332,38.308055555555555,2000,3.04,A7IIIva,26.1,-0.12,0.15,HIP71075
HIP71181,218.37041666666667,52.90861111111111,2000,7.24,K3V    ,13.4,-0.19,0.25,HIP71181
HIP71253,218.56999999999996,-12.519444444444446,2000,11.3,M4     ,6.11,-0.36,0.6,HIP71253
HIP71284,218.66999999999996,29.745,2000,4.47,F3Vwvar,15.4,0.19,0.13,HIP71284
HIP71311,218.74083333333328,33.74666666666667,2000,9.54,K8     ,20.3,-0.71,0.24,HIP71311
HIP71395,219.00249999999997,9.746388888888887,2000,7.48,K0     ,16.5,0.21,-0.25,HIP71395
GJ559B,219.89624999999998,-60.83694444444445,2000,1.34,K0V    ,1.33,-3.6,0.95,GJ559B
GJ559A,219.9020833333333,-60.83388888888889,2000,0.01,G2.0V  ,1.33,-3.68,0.48,GJ559A
HIP71743,220.1295833333333,-16.209166666666665,2000,7.24,G6V    ,23.5,-0.11,-0.07,HIP71743
HIP71855,220.46874999999997,-75.13944444444445,2000,6.73,G5V    ,20.3,0.12,-0.02,HIP71855
HIP71908,220.62666666666664,-64.97500000000001,2000,3.18,F1Vp   ,16.4,-0.19,-0.23,HIP71908
HIP71914,220.64041666666662,19.47972222222222,2000,9.1,M0     ,22.4,-0.25,-0.15,HIP71914
